zpid,Zip,cluster_label,cluster_description,PC1,PC2,PhotoLink
29507528,78749,1,Family and Features,2.906476554,-1.239330485,https://photos.zillowstatic.com/fp/ac00334c2c95071de953479d08250145-p_f.jpg
58315794,78739,1,Family and Features,1.768150084,1.328753696,https://photos.zillowstatic.com/fp/efea3dc61fe350a454518b925276bacc-p_f.jpg
29487618,78737,1,Family and Features,2.689131295,-0.036209542,https://photos.zillowstatic.com/fp/98d4b34da0af13c36f229b3eb1b7a4a9-p_f.jpg
29505292,78739,1,Family and Features,2.247841037,-0.674059222,https://photos.zillowstatic.com/fp/6026ba144375f51105129dd2fc9ab1fc-p_f.jpg
58315790,78739,1,Family and Features,1.16620074,2.685880416,https://photos.zillowstatic.com/fp/d18e841f6defc13c24da49f7906b1fc1-p_f.jpg
29328965,78703,1,Family and Features,2.280006201,-0.153352537,https://photos.zillowstatic.com/fp/e4064b2eee90d5151c7f1ebe36ac349e-p_f.jpg
29507789,78739,1,Family and Features,1.192251713,2.749770844,https://photos.zillowstatic.com/fp/9afa41e62fbed64622de7fea42909f9d-p_f.jpg
70342612,78749,1,Family and Features,2.68988011,1.565515943,https://photos.zillowstatic.com/fp/4d387dca5db3dd8964c618fe115ff7ff-p_f.jpg
29504789,78739,1,Family and Features,2.607850146,-0.928280213,https://maps.googleapis.com/maps/api/streetview?location=10709+Redmond+Rd%2C+Austin%2C+TX+78739&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=1WrDves8cOfkQqngmKs8TATqRqI=
29484608,78737,1,Family and Features,2.200638662,-0.979808618,https://photos.zillowstatic.com/fp/2342a1c9d619a2f6ae1cde8730c57934-p_f.jpg
29481605,78749,1,Family and Features,0.963815404,-0.347045813,https://photos.zillowstatic.com/fp/3aaef84081880ad8590ac42dced549ef-p_f.jpg
29504788,78739,1,Family and Features,2.703671818,0.057855221,https://photos.zillowstatic.com/fp/a68aaf076a262e469330c106d8050d50-p_f.jpg
29491600,78749,1,Family and Features,2.013296268,0.17920248,https://photos.zillowstatic.com/fp/eaf7b0f1b8299e7d07f4e99c093aa8d4-p_f.jpg
29491686,78749,1,Family and Features,1.058753299,2.070987203,https://maps.googleapis.com/maps/api/streetview?location=5908+Taylorcrest+Dr%2C+Austin%2C+TX+78749&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=N1Ka1fUWwn2y-S_h5PNdZGNJWw0=
29487087,78749,1,Family and Features,1.580180899,-0.616247504,https://photos.zillowstatic.com/fp/48821a8593a096d70bb2fa4a22a1fb46-p_f.jpg
29491479,78749,1,Family and Features,2.593758884,-1.232673419,https://photos.zillowstatic.com/fp/ff22e36c516b461ab6d781d4988190e6-p_f.jpg
58315782,78739,1,Family and Features,1.451153206,2.774436202,https://photos.zillowstatic.com/fp/c48dc7926aece8cb4f84a18112e1b96f-p_f.jpg
29481584,78749,1,Family and Features,1.317781735,-0.575016599,https://photos.zillowstatic.com/fp/5e7950806363c1083460fc5ca33681a8-p_f.jpg
29501780,78739,1,Family and Features,1.827370326,2.892300927,https://photos.zillowstatic.com/fp/02466901713d99334d3d7332ed45e2e1-p_f.jpg
29333283,78703,1,Family and Features,4.296595079,0.325935694,https://photos.zillowstatic.com/fp/1fa0e9dc9b11ed358e556fb9af910528-p_f.jpg
64619579,78737,1,Family and Features,3.118740147,-1.070281755,https://photos.zillowstatic.com/fp/1fb66fe9747407101e9a94814c2b7af5-p_f.jpg
64809777,78739,1,Family and Features,1.795208485,2.850133396,https://photos.zillowstatic.com/fp/101521ba0cf9219ba82e77354ed28429-p_f.jpg
29484577,78737,1,Family and Features,0.917017234,1.955039286,https://photos.zillowstatic.com/fp/8acfba2d1bd1ad2f0fd1a78fdb5caa92-p_f.jpg
29504777,78739,1,Family and Features,1.880704642,3.073183175,https://photos.zillowstatic.com/fp/11e14636204a13f87fcc74d79f2b8db8-p_f.jpg
29495973,78749,1,Family and Features,1.007509813,-1.469381756,https://photos.zillowstatic.com/fp/8cb837677718c2bb5c4da28bc61a77f2-p_f.jpg
29507776,78739,1,Family and Features,1.160729755,2.732360418,https://photos.zillowstatic.com/fp/48b637fab5b3793d47fc403fd702bac7-p_f.jpg
29491581,78749,1,Family and Features,1.555276799,-1.047325036,https://photos.zillowstatic.com/fp/1bff7538586bffdb40b2088c765a0e8e-p_f.jpg
29496468,78749,1,Family and Features,2.506080181,1.136905442,https://photos.zillowstatic.com/fp/18716f58a09881806a0564180b683ddf-p_f.jpg
29505276,78739,1,Family and Features,1.541735543,1.674822859,https://photos.zillowstatic.com/fp/e1d2526a66db159d3d979740452bc9c7-p_f.jpg
29501776,78739,1,Family and Features,1.834981224,2.897646811,https://photos.zillowstatic.com/fp/2832aecc5c5f5cca38a985f88651b13d-p_f.jpg
58315775,78739,1,Family and Features,1.68282033,-2.079957233,https://photos.zillowstatic.com/fp/052ae2eb540c63d56568982e36ce9216-p_f.jpg
29487076,78749,1,Family and Features,2.026311978,-0.852318995,https://photos.zillowstatic.com/fp/b0020988cdaeeeace17b532c920f18b2-p_f.jpg
29505275,78739,1,Family and Features,2.008784405,2.969408465,https://photos.zillowstatic.com/fp/daeebd41982b3e7439939c5efeadda3d-p_f.jpg
29492069,78749,1,Family and Features,1.204453151,-0.011823233,https://photos.zillowstatic.com/fp/3bd60e6aec212b29780a95e7e947abbb-p_f.jpg
119631771,78739,1,Family and Features,1.068191872,2.677888435,https://photos.zillowstatic.com/fp/aaa85486a6d2126335b1a279317c458a-p_f.jpg
29330246,78746,1,Family and Features,2.612422078,-1.677323234,https://photos.zillowstatic.com/fp/90605ce25ad3a21426cf48fc8e04cbc7-p_f.jpg
64562771,78739,1,Family and Features,3.594037272,-0.958231287,https://photos.zillowstatic.com/fp/f57cdd740eabaf5366c9997f682d063a-p_f.jpg
29333742,78703,1,Family and Features,1.538729123,2.370740887,https://photos.zillowstatic.com/fp/612b27ee951dabb4b583c8b4ce87f445-p_f.jpg
58315769,78739,1,Family and Features,2.392447352,0.258436047,https://photos.zillowstatic.com/fp/d4a9b3b94b466b7d050e9b0361e33497-p_f.jpg
60135561,78749,1,Family and Features,1.473849153,2.459764481,https://photos.zillowstatic.com/fp/2d8677c8aadd0e0a24f87dd2cd41adc3-p_f.jpg
29496657,78749,1,Family and Features,1.726772707,0.087608933,https://photos.zillowstatic.com/fp/dd89ea2c6f0f636a40d7ed1cb6e0b689-p_f.jpg
29484070,78749,1,Family and Features,1.595209726,-1.368940868,https://photos.zillowstatic.com/fp/0f4939fa42e2cda42964c8c4b2c5a77f-p_f.jpg
2081450233,78746,1,Family and Features,2.982085192,-0.095212643,https://photos.zillowstatic.com/fp/e6e346e407329972d14e68c4ad8c0709-p_f.jpg
29484068,78749,1,Family and Features,1.268115708,-1.43857892,https://photos.zillowstatic.com/fp/c083e49e7799df8b66770541342b0ec6-p_f.jpg
69809267,78739,1,Family and Features,3.835657256,-0.892496977,https://photos.zillowstatic.com/fp/39139f583d2b7aabc637344140af4185-p_f.jpg
64789767,78739,1,Family and Features,2.714427117,2.116086332,https://photos.zillowstatic.com/fp/d492b843bbcfb8ae56359675cc08020a-p_f.jpg
29487551,78737,1,Family and Features,2.624049637,-3.917110464,https://photos.zillowstatic.com/fp/4d70c6a85fca489e721fce4187b46682-p_f.jpg
29486566,78749,1,Family and Features,1.367954925,-1.15690869,https://photos.zillowstatic.com/fp/feb74bad63d510030ffa174828ed3879-p_f.jpg
29329157,78703,1,Family and Features,3.277028424,-0.634603024,https://photos.zillowstatic.com/fp/91ae8bc4d09942821a44666646c863a3-p_f.jpg
29505264,78739,1,Family and Features,1.200201221,0.013377837,https://photos.zillowstatic.com/fp/ae9f9a8c24bd093737ee6654ca31a013-p_f.jpg
58316760,78739,1,Family and Features,1.112568712,3.463383149,https://photos.zillowstatic.com/fp/0f0a990a7b69ec158129dd6bc4943b89-p_f.jpg
29496445,78749,1,Family and Features,0.998115297,2.559845691,https://photos.zillowstatic.com/fp/7e5fc3890ae53324034d3342f7aec91a-p_f.jpg
29487064,78749,1,Family and Features,1.383748832,-0.477791672,https://photos.zillowstatic.com/fp/8eece8eb82748dabffbb0ebb75fc98da-p_f.jpg
29505258,78739,1,Family and Features,1.654454633,0.093652299,https://photos.zillowstatic.com/fp/31c508cb07e4a6feefe8965f9ce3ff67-p_f.jpg
29331729,78703,1,Family and Features,3.780719834,-0.062154152,https://photos.zillowstatic.com/fp/97758b60bd97ee7cf8cc0a7776805bbd-p_f.jpg
58316756,78739,1,Family and Features,1.190612612,1.570772776,https://photos.zillowstatic.com/fp/a9ffe304b51581271eba4f36d678a204-p_f.jpg
29335225,78703,1,Family and Features,4.14415471,-0.241457431,https://photos.zillowstatic.com/fp/ff04e439ce4c8c6506d8998526c0c19a-p_f.jpg
29483562,78749,1,Family and Features,2.08636026,-1.506109854,https://photos.zillowstatic.com/fp/bc0938b63a83b1ccc8e98ab3e6ac476f-p_f.jpg
58316754,78739,1,Family and Features,2.604023471,0.047139654,https://photos.zillowstatic.com/fp/767020cb20a8e7f22b5ac3df960117fd-p_f.jpg
64668253,78739,1,Family and Features,3.304135562,-0.226420605,https://photos.zillowstatic.com/fp/e1410007af87ceb5165e77e1c69ba9ed-p_f.jpg
58315435,78749,1,Family and Features,1.725603641,1.175421306,https://photos.zillowstatic.com/fp/48b4b8a8c1752b8ee878881a92399524-p_f.jpg
58315431,78749,1,Family and Features,1.470255195,-0.682964591,https://photos.zillowstatic.com/fp/2dc3a925821d6e9f0426ee5ffc429b66-p_f.jpg
29492021,78749,1,Family and Features,1.841094337,-0.795809107,https://photos.zillowstatic.com/fp/b4607497244847a5a62cfb57571e1253-p_f.jpg
29504753,78739,1,Family and Features,1.001277087,2.687997282,https://photos.zillowstatic.com/fp/8298df3fd238849788b317438863a450-p_f.jpg
29331718,78703,1,Family and Features,7.735323102,0.362854493,https://photos.zillowstatic.com/fp/7bdef9e7440455cf2b06f68cf157d9e2-p_f.jpg
29484521,78749,1,Family and Features,1.593498172,2.654519755,https://photos.zillowstatic.com/fp/b02599a28bb0b1c860ed172041a40d03-p_f.jpg
29505252,78739,1,Family and Features,2.140881768,2.989750308,https://photos.zillowstatic.com/fp/03a3f0944ef467f21fdcb9743db55a2f-p_f.jpg
58315426,78749,1,Family and Features,1.656770062,-0.705181001,https://photos.zillowstatic.com/fp/dd90b0ccf3452bc644cd0c9a1c1fcb75-p_f.jpg
64867751,78739,1,Family and Features,2.006852629,2.887047168,https://photos.zillowstatic.com/fp/d1b20a5ff248fa7247dd1ba185dd021b-p_f.jpg
58315415,78749,1,Family and Features,1.469797429,-1.263943836,https://maps.googleapis.com/maps/api/streetview?location=4712+Chesney+Ridge+Dr%2C+Austin%2C+TX+78749&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=OjV34P2HCDp7fCT7f-KazDCinz4=
58316747,78739,1,Family and Features,1.288303767,-0.610241334,https://photos.zillowstatic.com/fp/dee6b50c367f00a83e67c141833f9c91-p_f.jpg
29484506,78749,1,Family and Features,2.921618155,-1.946941782,https://photos.zillowstatic.com/fp/844e34c6a78cb56d0f6f3d5189e4e486-p_f.jpg
29507747,78739,1,Family and Features,1.25704061,2.763410284,https://photos.zillowstatic.com/fp/94fb917d1a7f9adeb2d75db8ac169f09-p_f.jpg
29492001,78749,1,Family and Features,0.908288213,-1.08308779,https://photos.zillowstatic.com/fp/076c2c4a446455f22c728b8717cccaca-p_f.jpg
29507746,78739,1,Family and Features,0.96166981,-0.088721864,https://photos.zillowstatic.com/fp/a0da04ea52155cd43a9d9d0985894a66-p_f.jpg
29479050,78749,1,Family and Features,2.889140335,-1.980293018,https://photos.zillowstatic.com/fp/b5e3e4e94777c30b9236751dba0ab808-p_f.jpg
29496413,78749,1,Family and Features,1.394028156,1.834788695,https://photos.zillowstatic.com/fp/1afbc134c776b39464fca4daa916b07f-p_f.jpg
125887739,78739,1,Family and Features,2.397593552,3.027683839,https://photos.zillowstatic.com/fp/ed5c902308267fcbf644f14f71186261-p_f.jpg
29481541,78749,1,Family and Features,3.625573793,-1.4732378,https://photos.zillowstatic.com/fp/36cf632c1ca65d872aa908b0d9be03f8-p_f.jpg
58316739,78739,1,Family and Features,3.35569216,-1.004283559,https://photos.zillowstatic.com/fp/d97c2d037a27bab7378e4a723be2e570-p_f.jpg
58315739,78739,1,Family and Features,1.641406879,-0.325928092,https://photos.zillowstatic.com/fp/05665d1fc6fadf60455993d0290aa8c1-p_f.jpg
29504739,78739,1,Family and Features,1.360027393,1.615132398,https://photos.zillowstatic.com/fp/a4f159049f53c0ea2c020d73c06f54b7-p_f.jpg
29496479,78749,1,Family and Features,1.828097654,-2.099494852,https://photos.zillowstatic.com/fp/1601d2be514f02875afb6b426063b1f9-p_f.jpg
29505238,78739,1,Family and Features,1.453075285,-0.888854939,https://photos.zillowstatic.com/fp/b811d3eb878abc3435de84801ee01f66-p_f.jpg
29496402,78749,1,Family and Features,2.183944454,-1.294729308,https://photos.zillowstatic.com/fp/5df1391b05716aacd07b3b8dd8e5620e-p_f.jpg
29507733,78739,1,Family and Features,2.764759274,-0.214167114,https://photos.zillowstatic.com/fp/582e8be7420930fd2f38367f9fb76312-p_f.jpg
64891732,78739,1,Family and Features,1.715548227,2.822117181,https://photos.zillowstatic.com/fp/69184134fe390fc4610c21c01b3fca0a-p_f.jpg
58316732,78739,1,Family and Features,3.837706876,-1.195452197,https://photos.zillowstatic.com/fp/b3639e9b625af67a68d8ac0e3975a317-p_f.jpg
29507732,78739,1,Family and Features,1.302909228,2.775020073,https://photos.zillowstatic.com/fp/4df377e26efc96c4f86fdce21ea7a45c-p_f.jpg
70334886,78749,1,Family and Features,2.664612108,-3.035597886,https://photos.zillowstatic.com/fp/41381ac6dce0e9a626f952081516fc24-p_f.jpg
29333930,78703,1,Family and Features,1.70695522,-1.458658312,https://photos.zillowstatic.com/fp/a5b4fd22314403fe48cc55bc9920a115-p_f.jpg
58316730,78739,1,Family and Features,1.19078776,2.425710522,https://photos.zillowstatic.com/fp/88583fba35583604ff462010b489e8f0-p_f.jpg
70334878,78749,1,Family and Features,2.449560846,-1.803851227,https://photos.zillowstatic.com/fp/e7aa20f8843409bce9b34b6be676769a-p_f.jpg
58316727,78739,1,Family and Features,2.372799202,1.7341748,https://photos.zillowstatic.com/fp/488b2bf07eb2a94650182398619c7c9c-p_f.jpg
58316725,78739,1,Family and Features,1.895816345,1.40792987,https://photos.zillowstatic.com/fp/4ff33ce6466a09ba48430149e660eae6-p_f.jpg
29505222,78739,1,Family and Features,2.438839893,-0.204651309,https://photos.zillowstatic.com/fp/93452ea38272e760ba735b01cac612a9-p_f.jpg
64669717,78739,1,Family and Features,1.924198396,2.861953244,https://photos.zillowstatic.com/fp/409928efe53978cf91d9db072cd016c9-p_f.jpg
58315717,78739,1,Family and Features,1.022727103,2.65023689,https://photos.zillowstatic.com/fp/b1e8c19186b49175a349c7f349f8549a-p_f.jpg
29505217,78739,1,Family and Features,2.348751079,-1.005465547,https://photos.zillowstatic.com/fp/b11abfc2f30d72ee52c7d09fef587e5c-p_f.jpg
29496365,78749,1,Family and Features,2.915031359,-1.495410076,https://photos.zillowstatic.com/fp/e6ceb3dfee523863568cb850841c6768-p_f.jpg
29504717,78739,1,Family and Features,1.720704494,-0.234149479,https://photos.zillowstatic.com/fp/61a84e4076903769b3fd1004f57d9308-p_f.jpg
64882170,78703,1,Family and Features,1.897957229,-2.018025203,https://photos.zillowstatic.com/fp/34ea6d4b6725bcf8e69aece20e6dc2a4-p_f.jpg
29501716,78739,1,Family and Features,1.463633612,2.263183774,https://photos.zillowstatic.com/fp/2c98afbb0499b04eb9d2f1020dac8ed4-p_f.jpg
64863859,78749,1,Family and Features,0.900363511,2.12408193,https://photos.zillowstatic.com/fp/22667e2a3cbb57e060b96403fe4284d1-p_f.jpg
64543213,78739,1,Family and Features,1.744320187,2.858419228,https://photos.zillowstatic.com/fp/5cf64bea53c82c8004cb02e3273ecc94-p_f.jpg
29491517,78749,1,Family and Features,1.528149249,-0.023425617,https://photos.zillowstatic.com/fp/497e3a7ae373609d567441d6c7423898-p_f.jpg
29330162,78703,1,Family and Features,3.386431627,-1.343445941,https://photos.zillowstatic.com/fp/1383816114977320c75d87c3d45db341-p_f.jpg
29496357,78749,1,Family and Features,1.767107731,-1.631626656,https://photos.zillowstatic.com/fp/70ece081ea3db5625ae1a33d8471a670-p_f.jpg
70335210,78739,1,Family and Features,2.583823545,1.526035628,https://photos.zillowstatic.com/fp/d6a9037302cf32441e82c5c4f0f3bb3d-p_f.jpg
29487017,78749,1,Family and Features,1.00050703,-0.964240657,https://photos.zillowstatic.com/fp/d5f3ffc1598574ae5817c3ee8c502304-p_f.jpg
29331992,78703,1,Family and Features,2.029896624,-0.902450264,https://photos.zillowstatic.com/fp/1f5c615bbc9f4e163159b7bce9aacb5b-p_f.jpg
29332151,78703,1,Family and Features,3.23650715,-1.7625228,https://photos.zillowstatic.com/fp/f159e58db632f5a725184152ac3ed5e8-p_f.jpg
125903703,78739,1,Family and Features,2.111731405,1.391517037,https://photos.zillowstatic.com/fp/0e4cc18d1966a3eca46d25f3640284c0-p_f.jpg
29499854,78749,1,Family and Features,2.683201451,-2.909408703,https://photos.zillowstatic.com/fp/6295c0ac4b02e88dc22bfca7447de627-p_f.jpg
29505203,78739,1,Family and Features,2.16953275,2.681176795,https://photos.zillowstatic.com/fp/01115c72f9a56c9b8fdcceb3784abf03-p_f.jpg
29331647,78703,1,Family and Features,1.907029819,-0.251535362,https://photos.zillowstatic.com/fp/3b60e37e9353a2e280c32aa09e78c1ac-p_f.jpg
70334848,78749,1,Family and Features,0.961899532,-0.153551889,https://photos.zillowstatic.com/fp/b8eb36c8d5f77708a9d9de56e5c717bb-p_f.jpg
64845144,78703,1,Family and Features,2.630275489,2.709973533,https://photos.zillowstatic.com/fp/470c14cd6e70e18ffbc37692092cbbdc-p_f.jpg
29501701,78739,1,Family and Features,1.43505226,3.539296936,https://photos.zillowstatic.com/fp/b4cdb921e0c83843f884ff64c8004070-p_f.jpg
29504700,78739,1,Family and Features,1.752734035,-1.753330005,https://photos.zillowstatic.com/fp/ee03cd31e7112ce9ae56a65d8ddf9c82-p_f.jpg
29504699,78739,1,Family and Features,2.39418224,-1.232749614,https://photos.zillowstatic.com/fp/58d92ce2da389d64d420792d8ff32bad-p_f.jpg
29499343,78749,1,Family and Features,1.388135537,-2.823984409,https://photos.zillowstatic.com/fp/fc02cadb88286c44941e3eea0824fca8-p_f.jpg
64633698,78739,1,Family and Features,1.827900838,2.861467758,https://photos.zillowstatic.com/fp/e605fd4489a68ec6d9e1bd73e5d35b4d-p_f.jpg
29332130,78703,1,Family and Features,5.621489428,-0.181279316,https://photos.zillowstatic.com/fp/ce35d9cec54a6f210ecbb1809059fbb6-p_f.jpg
119620697,78739,1,Family and Features,1.346952324,-0.012669434,https://photos.zillowstatic.com/fp/01167f39acaa711a2d1df92cd67e552d-p_f.jpg
29481011,78749,1,Family and Features,1.298133877,-1.821558644,https://photos.zillowstatic.com/fp/0f78424252ac7c03d9d4e6cdfea095f2-p_f.jpg
29332128,78703,1,Family and Features,4.498414152,-1.591954644,https://photos.zillowstatic.com/fp/3955f071ec5e6bc255a42cc723985b95-p_f.jpg
70335197,78739,1,Family and Features,1.570465186,2.801947096,https://photos.zillowstatic.com/fp/8744511f7474fdc4e0f29f3d2f013e9e-p_f.jpg
29486508,78749,1,Family and Features,0.79906958,0.51760794,https://photos.zillowstatic.com/fp/ca55409eb46a26d561e4aeda491eca3e-p_f.jpg
29331626,78703,1,Family and Features,1.131872435,1.111101525,https://photos.zillowstatic.com/fp/5de2aa9e682d01e8ce64974851240fe1-p_f.jpg
29496335,78749,1,Family and Features,1.875940945,1.339210317,https://photos.zillowstatic.com/fp/2e786f551dc0f109353a63bc98efba21-p_f.jpg
69811197,78739,1,Family and Features,1.96519068,1.780045373,https://photos.zillowstatic.com/fp/ff412692488e83a2eae8d7d2d0d8bf24-p_f.jpg
29499328,78749,1,Family and Features,1.379214553,-2.148199269,https://photos.zillowstatic.com/fp/dcba6c2c71cddf2b273b15b66cd48837-p_f.jpg
29505194,78739,1,Family and Features,2.47578642,-0.843427906,https://photos.zillowstatic.com/fp/8b706ee3439fca3944f00e1e8436fe72-p_f.jpg
29331622,78703,1,Family and Features,5.143012306,0.238571617,https://photos.zillowstatic.com/fp/7872abcbdb0ff3707a1e68b6867d1568-p_f.jpg
64500190,78739,1,Family and Features,1.112275734,1.537549074,https://photos.zillowstatic.com/fp/fb61a358bbcd756f89fe456a04cec58b-p_f.jpg
29481245,78749,1,Family and Features,0.974339373,-0.234809911,https://photos.zillowstatic.com/fp/51a98286327e819d33408fd4f6623437-p_f.jpg
29504689,78739,1,Family and Features,1.907882775,-0.814063173,https://photos.zillowstatic.com/fp/45c22429363b687adc218584cec0072a-p_f.jpg
29496322,78749,1,Family and Features,1.093230968,-1.280476219,https://photos.zillowstatic.com/fp/8391285ec75b9a6a5757c4fc3f482db5-p_f.jpg
29333412,78703,1,Family and Features,1.96200551,2.483373997,https://photos.zillowstatic.com/fp/13dc17f66841fb414add42eb0f6f05b2-p_f.jpg
29505185,78739,1,Family and Features,1.090780522,2.721195914,https://photos.zillowstatic.com/fp/68911403f61ff060160c688070d84e5b-p_f.jpg
29333410,78703,1,Family and Features,3.439832185,-1.359977809,https://photos.zillowstatic.com/fp/b6aa2a3278f784aefca6ec94f77131cb-p_f.jpg
29504684,78739,1,Family and Features,0.929082233,-1.072578783,https://photos.zillowstatic.com/fp/cec6b06945c8848d119d3eb5ede4a7c1-p_f.jpg
29491504,78749,1,Family and Features,1.69979304,-1.153685716,https://photos.zillowstatic.com/fp/7f6545d6de905dc4b623352600bdf06a-p_f.jpg
29496311,78749,1,Family and Features,1.251797076,-1.667718075,https://photos.zillowstatic.com/fp/a3b99e7782a66ae6493d56c8a8104f5e-p_f.jpg
70335178,78739,1,Family and Features,3.793166772,-0.892934296,https://photos.zillowstatic.com/fp/a6d7fcf00fb4b9451bac10e4453034c1-p_f.jpg
29331604,78703,1,Family and Features,1.5511154,-0.037652115,https://photos.zillowstatic.com/fp/804a2db714e026bba451de04a7e2474a-p_f.jpg
29496809,78749,1,Family and Features,1.483655754,1.27013658,https://photos.zillowstatic.com/fp/9f57bc05e23cb43e1bd9b3d692062f58-p_f.jpg
119626177,78739,1,Family and Features,2.4475768,3.053323811,https://photos.zillowstatic.com/fp/1e5e26e484937b7c0254478237da44b0-p_f.jpg
29332090,78703,1,Family and Features,2.017587002,-2.918269485,https://photos.zillowstatic.com/fp/ad822bba450e04457ada243256809d84-p_f.jpg
64499177,78739,1,Family and Features,1.428753744,2.43731639,https://photos.zillowstatic.com/fp/5ffa47699e0fe4cabc263a5a219fb632-p_f.jpg
29496305,78749,1,Family and Features,1.965329579,-2.927027747,https://photos.zillowstatic.com/fp/2cb931a7019a92aa15865d523cfc1f6b-p_f.jpg
29332087,78703,1,Family and Features,1.988650494,-1.754740105,https://photos.zillowstatic.com/fp/03de3f4391fb2c14d7605d951b4ba8c8-p_f.jpg
29505177,78739,1,Family and Features,1.387589811,-0.297195746,https://photos.zillowstatic.com/fp/1bcb2b25df6551300282ee2e18525996-p_f.jpg
29499302,78749,1,Family and Features,1.18163595,-1.478072062,https://photos.zillowstatic.com/fp/bf81bbf68dde2ac976f637ed97059ee9-p_f.jpg
29331585,78703,1,Family and Features,1.299152599,-1.07708052,https://photos.zillowstatic.com/fp/4a73475154b3437ccf19a3f9efa40d2e-p_f.jpg
64809675,78739,1,Family and Features,1.849525947,2.863758928,https://photos.zillowstatic.com/fp/b9dd4818a3b0d086d064eacd9179bec9-p_f.jpg
29496300,78749,1,Family and Features,2.896093178,-1.534177562,https://photos.zillowstatic.com/fp/735b46ede3c1d6acaa47592a801e1544-p_f.jpg
29508175,78739,1,Family and Features,2.01869064,0.17810141,https://photos.zillowstatic.com/fp/447c2630c4e42305e73054c251b71bea-p_f.jpg
29508174,78739,1,Family and Features,3.636174238,-1.2396969,https://photos.zillowstatic.com/fp/ed9fcb3b8a4069e9ee118f7351df4544-p_f.jpg
29333408,78703,1,Family and Features,1.310867087,-1.332098409,https://photos.zillowstatic.com/fp/69d825c97354c25c3f5a37524a63b34f-p_f.jpg
29505174,78739,1,Family and Features,1.544004542,1.30458544,https://photos.zillowstatic.com/fp/75cd22983dff1b79543c53de6693a227-p_f.jpg
29330080,78703,1,Family and Features,2.191395039,-0.224469412,https://photos.zillowstatic.com/fp/3eed16b58ac3d6305bd5f51c291284da-p_f.jpg
29505172,78739,1,Family and Features,1.12857774,-0.040432713,https://photos.zillowstatic.com/fp/860996c5f598f08e3526336ee5602139-p_f.jpg
29496785,78749,1,Family and Features,2.340382197,-0.096391012,https://photos.zillowstatic.com/fp/61360684d112a1038a116c5098141354-p_f.jpg
62608168,78739,1,Family and Features,3.626198082,-0.064916559,https://photos.zillowstatic.com/fp/d421d0c327eed41bd5ea68c98ee4445e-p_f.jpg
29508168,78739,1,Family and Features,1.667104033,2.873750921,https://photos.zillowstatic.com/fp/92d0151b11d0953fd9a73d9ff915590d-p_f.jpg
29331717,78703,1,Family and Features,5.390894242,0.611259369,https://photos.zillowstatic.com/fp/b4f24555270826547dad6f47c8da3cdc-p_f.jpg
29508167,78739,1,Family and Features,3.496972395,-0.876360805,https://photos.zillowstatic.com/fp/52911e921bae262514a2a6acdf70d44a-p_f.jpg
29508165,78739,1,Family and Features,2.154069519,2.695142895,https://photos.zillowstatic.com/fp/d3694b4472513306220a651f533fc9b4-p_f.jpg
60138776,78749,1,Family and Features,1.771652051,-0.135681934,https://photos.zillowstatic.com/fp/4d214b308df5f0a61ff1fd3cf09b9881-p_f.jpg
29508164,78739,1,Family and Features,2.188258113,3.021812948,https://photos.zillowstatic.com/fp/a269f27ce882db53e4c7cb84e03be554-p_f.jpg
29496776,78749,1,Family and Features,1.339893737,-1.158785747,https://photos.zillowstatic.com/fp/b347d2aaf0be3d878cc655d36ac93067-p_f.jpg
29329902,78703,1,Family and Features,1.730549487,-2.226052006,https://photos.zillowstatic.com/fp/0e3198531b75966d20c302c943d104bc-p_f.jpg
119631154,78739,1,Family and Features,2.480243318,-0.032787024,https://photos.zillowstatic.com/fp/8097e8e0f0d215e6ceba15f359356695-p_f.jpg
29496773,78749,1,Family and Features,0.996233857,2.048848557,https://photos.zillowstatic.com/fp/bf46293b1fe8f09cbbd225346c88a4b1-p_f.jpg
64856154,78739,1,Family and Features,3.350032834,-0.461344459,https://photos.zillowstatic.com/fp/5ec572625aae10aff65baa576c0206c8-p_f.jpg
29330052,78703,1,Family and Features,3.475910329,1.928935038,https://photos.zillowstatic.com/fp/cad7536e8756e038abc7454670ce8583-p_f.jpg
29505148,78739,1,Family and Features,1.572605744,0.081027876,https://photos.zillowstatic.com/fp/57bbce57b905ef919db8bd92b8cec624-p_f.jpg
64565145,78739,1,Family and Features,3.613041787,-0.568048933,https://photos.zillowstatic.com/fp/2b0479a326c61bc3f5a14c84495d65ba-p_f.jpg
29333550,78703,1,Family and Features,4.045078582,3.036561037,https://photos.zillowstatic.com/fp/4ae3b77881ee3c46e8361ac7302db3a8-p_f.jpg
83129644,78739,1,Family and Features,3.59261309,-1.503088945,https://photos.zillowstatic.com/fp/8a4b0675dc99b51fe2b1e8742b471004-p_f.jpg
29332049,78703,1,Family and Features,0.967858282,-0.837182224,https://photos.zillowstatic.com/fp/e96076613105f0092f3a94591e5112d2-p_f.jpg
29496264,78749,1,Family and Features,1.053321338,-1.25605819,https://photos.zillowstatic.com/fp/88a52ced1502c821757a400cc5255c29-p_f.jpg
